,electricity
2023-01-01,4.742
2023-01-02,3.3810000000000002
2023-01-03,1.055
2023-01-04,1.127
2023-01-05,2.673
2023-01-06,2.051
2023-01-07,3.694
2023-01-08,8.842
2023-01-09,6.851
2023-01-10,5.711
2023-01-11,5.438
2023-01-12,0.761
2023-01-13,2.771
2023-01-14,5.272
2023-01-15,9.164
2023-01-16,10.058
2023-01-17,1.7630000000000001
2023-01-18,6.3950000000000005
2023-01-19,0.444
2023-01-20,6.066000000000001
2023-01-21,7.297000000000001
2023-01-22,1.106
2023-01-23,1.1580000000000001
2023-01-24,7.501
2023-01-25,0.9390000000000001
2023-01-26,7.647
2023-01-27,6.497000000000001
2023-01-28,7.752
2023-01-29,1.48
2023-01-30,5.705
2023-01-31,3.2680000000000002
2023-02-01,9.231
2023-02-02,10.305
2023-02-03,7.228
2023-02-04,11.966000000000001
2023-02-05,5.014
2023-02-06,6.613
2023-02-07,7.398000000000001
2023-02-08,10.236
2023-02-09,1.3230000000000002
2023-02-10,10.916
2023-02-11,12.199
2023-02-12,3.387
2023-02-13,9.537
2023-02-14,12.448
2023-02-15,8.609
2023-02-16,3.348
2023-02-17,1.5590000000000002
2023-02-18,13.271
2023-02-19,3.354
2023-02-20,4.462
2023-02-21,3.626
2023-02-22,4.275
2023-02-23,1.1260000000000001
2023-02-24,10.663
2023-02-25,3.091
2023-02-26,7.908
2023-02-27,11.883000000000001
2023-02-28,2.979
2023-03-01,11.656
2023-03-02,5.009
2023-03-03,7.875
2023-03-04,3.3520000000000003
2023-03-05,10.145
2023-03-06,13.036
2023-03-07,11.719999999999999
2023-03-08,14.217
2023-03-09,12.635
2023-03-10,5.285
2023-03-11,4.283
2023-03-12,8.575
2023-03-13,1.924
2023-03-14,3.359
2023-03-15,10.918
2023-03-16,10.529
2023-03-17,6.974
2023-03-18,10.426
2023-03-19,11.325
2023-03-20,15.869
2023-03-21,15.116
2023-03-22,6.8709999999999996
2023-03-23,3.2920000000000003
2023-03-24,5.664
2023-03-25,1.1620000000000001
2023-03-26,15.481
2023-03-27,10.201
2023-03-28,6.3740000000000006
2023-03-29,15.332
2023-03-30,16.547
2023-03-31,6.533
2023-04-01,7.256
2023-04-02,16.385
2023-04-03,13.06
2023-04-04,11.094000000000001
2023-04-05,6.666
2023-04-06,8.303
2023-04-07,9.813
2023-04-08,9.457
2023-04-09,16.226
2023-04-10,15.488
2023-04-11,9.818
2023-04-12,12.189
2023-04-13,14.182
2023-04-14,12.574
2023-04-15,5.396
2023-04-16,8.503
2023-04-17,9.832
2023-04-18,14.317
2023-04-19,16.099
2023-04-20,13.879999999999999
2023-04-21,14.521
2023-04-22,10.059
2023-04-23,10.164
2023-04-24,15.503
2023-04-25,13.073
2023-04-26,11.64
2023-04-27,6.395
2023-04-28,2.997
2023-04-29,1.4400000000000002
2023-04-30,2.722
2023-05-01,13.714
2023-05-02,8.162
2023-05-03,10.446
2023-05-04,7.607
2023-05-05,11.863
2023-05-06,15.837
2023-05-07,12.693999999999999
2023-05-08,14.811
2023-05-09,11.452
2023-05-10,15.113
2023-05-11,13.635
2023-05-12,12.221
2023-05-13,5.511
2023-05-14,12.565
2023-05-15,15.397
2023-05-16,13.200000000000001
2023-05-17,15.931000000000001
2023-05-18,16.067
2023-05-19,8.958
2023-05-20,3.481
2023-05-21,12.809000000000001
2023-05-22,10.838000000000001
2023-05-23,11.607
2023-05-24,11.65
2023-05-25,16.567
2023-05-26,16.249
2023-05-27,15.903
2023-05-28,15.537
2023-05-29,13.456
2023-05-30,15.833
2023-05-31,15.806
2023-06-01,15.244
2023-06-02,13.552
2023-06-03,8.994
2023-06-04,12.883
2023-06-05,13.044
2023-06-06,7.529
2023-06-07,11.175
2023-06-08,10.308
2023-06-09,9.535
2023-06-10,12.299
2023-06-11,8.294
2023-06-12,9.085
2023-06-13,14.109
2023-06-14,7.211
2023-06-15,12.998
2023-06-16,8.326
2023-06-17,12.721
2023-06-18,10.917
2023-06-19,10.774000000000001
2023-06-20,5.525
2023-06-21,7.484
2023-06-22,3.736
2023-06-23,6.769
2023-06-24,6.955
2023-06-25,12.253
2023-06-26,3.858
2023-06-27,4.825
2023-06-28,7.688000000000001
2023-06-29,9.866
2023-06-30,9.029
2023-07-01,9.63
2023-07-02,6.518
2023-07-03,9.903
2023-07-04,9.782
2023-07-05,13.632
2023-07-06,12.303
2023-07-07,11.694
2023-07-08,7.559
2023-07-09,3.408
2023-07-10,12.003
2023-07-11,14.026
2023-07-12,12.832
2023-07-13,11.379999999999999
2023-07-14,7.036
2023-07-15,11.652000000000001
2023-07-16,3.174
2023-07-17,10.485
2023-07-18,8.646
2023-07-19,4.649
2023-07-20,9.44
2023-07-21,8.538
2023-07-22,13.387
2023-07-23,12.696
2023-07-24,10.823
2023-07-25,8.773
2023-07-26,12.921000000000001
2023-07-27,9.403
2023-07-28,13.799
2023-07-29,10.85
2023-07-30,14.9
2023-07-31,11.983
2023-08-01,12.205
2023-08-02,14.478
2023-08-03,8.915
2023-08-04,9.811
