,electricity
2023-04-05,0.911
2023-04-06,4.609
2023-04-07,6.151
2023-04-08,4.025
2023-04-09,2.909
2023-04-10,3.317
2023-04-11,4.7330000000000005
2023-04-12,3.3200000000000003
2023-04-13,3.501
2023-04-14,4.002
2023-04-15,5.416
2023-04-16,1.499
2023-04-17,1.91
2023-04-18,5.937
2023-04-19,6.566
2023-04-20,6.695
2023-04-21,6.462000000000001
2023-04-22,3.879
2023-04-23,4.675
2023-04-24,4.553
2023-04-25,5.798
2023-04-26,4.168
2023-04-27,2.141
2023-04-28,2.1390000000000002
2023-04-29,1.472
2023-04-30,1.7140000000000002
2023-05-01,3.1470000000000002
2023-05-02,2.81
2023-05-03,2.172
2023-05-04,4.539000000000001
2023-05-05,2.117
2023-05-06,3.087
2023-05-07,4.461
2023-05-08,2.077
2023-05-09,5.99
2023-05-10,3.682
2023-05-11,5.47
2023-05-12,4.582
2023-05-13,6.261
2023-05-14,3.8850000000000002
2023-05-15,5.656000000000001
2023-05-16,6.031000000000001
2023-05-17,3.24
2023-05-18,4.652
2023-05-19,5.464
2023-05-20,3.1310000000000002
2023-05-21,2.242
2023-05-22,6.301
2023-05-23,5.751
2023-05-24,6.314
2023-05-25,6.9190000000000005
2023-05-26,4.763
2023-05-27,4.486
2023-05-28,6.769
2023-05-29,6.942
2023-05-30,6.964
2023-05-31,6.0760000000000005
2023-06-01,5.627
2023-06-02,6.801
2023-06-03,6.838
2023-06-04,6.7860000000000005
2023-06-05,6.705
2023-06-06,5.216
2023-06-07,5.553
2023-06-08,6.184
2023-06-09,6.671
2023-06-10,5.275
2023-06-11,5.6530000000000005
2023-06-12,5.062
2023-06-13,6.617
2023-06-14,6.9110000000000005
2023-06-15,7.045
2023-06-16,6.612
2023-06-17,3.771
2023-06-18,3.583
2023-06-19,5.5040000000000004
2023-06-20,4.955
2023-06-21,5.865
2023-06-22,7.04
2023-06-23,3.2190000000000003
2023-06-24,5.22
2023-06-25,4.351
2023-06-26,5.91
2023-06-27,2.213
2023-06-28,3.8080000000000003
2023-06-29,6.198
2023-06-30,2.7800000000000002
2023-07-01,5.509
2023-07-02,4.519
2023-07-03,5.671
2023-07-04,2.911
2023-07-05,6.584
2023-07-06,3.231
2023-07-07,5.588
2023-07-08,4.448
2023-07-09,6.5520000000000005
2023-07-10,3.4810000000000003
2023-07-11,4.651
2023-07-12,5.891
2023-07-13,6.422
2023-07-14,3.129
2023-07-15,5.191
2023-07-16,4.721
2023-07-17,5.671
2023-07-18,3.5100000000000002
2023-07-19,5.96
2023-07-20,5.51
2023-07-21,6.415
2023-07-22,4.059
2023-07-23,3.578
2023-07-24,5.821
2023-07-25,5.447
2023-07-26,4.437
2023-07-27,3.271
2023-07-28,4.92
2023-07-29,5.3469999999999995
2023-07-30,5.561
2023-07-31,1.335
2023-08-01,4.3629999999999995
2023-08-02,4.188
2023-08-03,4.827
2023-08-04,5.807
2023-08-05,2.013
2023-08-06,5.218
2023-08-07,5.099
2023-08-08,6.352
2023-08-09,5.165
2023-08-10,5.349
2023-08-11,6.131
2023-08-12,4.564
2023-08-13,5.341
2023-08-14,4.805
2023-08-15,4.9190000000000005
2023-08-16,4.989
2023-08-17,5.496
2023-08-18,3.338
2023-08-19,4.311
2023-08-20,3.907
2023-08-21,5.086
2023-08-22,5.118
2023-08-23,4.773000000000001
2023-08-24,5.773
2023-08-25,4.089
2023-08-26,4.1290000000000004
2023-08-27,2.765
2023-08-28,3.462
2023-08-29,3.789
2023-08-30,5.68
2023-08-31,2.483
2023-09-01,5.218
2023-09-02,4.273
2023-09-03,5.349
2023-09-04,5.841
2023-09-05,5.322
2023-09-06,4.304
2023-09-07,3.74
2023-09-08,4.388
2023-09-09,4.626
2023-09-10,3.44
2023-09-11,2.459
2023-09-12,3.593
2023-09-13,1.686
2023-09-14,4.7700000000000005
2023-09-15,1.337
2023-09-16,3.203
2023-09-17,1.6940000000000002
2023-09-18,2.649
2023-09-19,2.853
2023-09-20,3.83
2023-09-21,2.957
2023-09-22,3.376
2023-09-23,4.346
2023-09-24,0.9520000000000001
2023-09-25,4.314
2023-09-26,2.512
2023-09-27,0.66
2023-09-28,1.941
2023-09-29,3.965
2023-09-30,1.177
2023-10-01,3.977
2023-10-02,2.46
2023-10-03,3.225
2023-10-04,0.9580000000000001
2023-10-05,0.88
2023-10-06,2.3770000000000002
2023-10-07,0.508
2023-10-08,1.163
2023-10-09,2.342
2023-10-10,2.08
2023-10-11,3.728
2023-10-12,2.529
2023-10-13,3.3560000000000003
2023-10-14,2.023
2023-10-15,3.008
2023-10-16,1.772
2023-10-17,2.237
2023-10-18,1.177
2023-10-19,0.511
2023-10-20,1.843
2023-10-21,1.677
2023-10-22,3.173
2023-10-23,1.885
2023-10-24,1.881
2023-10-25,0.766
2023-10-26,0.672
2023-10-27,0.8130000000000001
2023-10-28,0.9740000000000001
2023-10-29,0.23600000000000002
2023-10-30,2.132
2023-10-31,3.1540000000000004
2023-11-01,0.28400000000000003
2023-11-02,0.54
2023-11-03,1.596
2023-11-04,0.49300000000000005
2023-11-05,2.442
2023-11-06,0.786
2023-11-07,1.546
2023-11-08,1.326
2023-11-09,0.861
2023-11-10,2.219
2023-11-11,2.773
2023-11-12,1.754
2023-11-13,0.17800000000000002
2023-11-14,0.241
2023-11-15,0.48200000000000004
2023-11-16,0.218
2023-11-17,0.466
2023-11-18,0.217
2023-11-19,0.41700000000000004
2023-11-20,0.531
2023-11-21,0.655
2023-11-22,0.08900000000000001
2023-11-23,0.896
2023-11-24,2.3970000000000002
2023-11-25,1.329
2023-11-26,0.091
2023-11-27,0.741
2023-11-28,1.6760000000000002
2023-11-29,1.082
2023-11-30,1.1860000000000002
2023-12-01,0.712
2023-12-02,0.437
2023-12-03,0.567
2023-12-04,0.448
2023-12-05,1.008
2023-12-06,0.357
2023-12-07,0.016
2023-12-08,0.149
2023-12-09,0.054
2023-12-10,0.11900000000000001
2023-12-11,1.121
2023-12-12,0.049
2023-12-13,0.8190000000000001
2023-12-14,0.686
2023-12-15,0.255
2023-12-16,0.157
2023-12-17,0.064
2023-12-18,0.105
2023-12-19,0.64
2023-12-20,0.14400000000000002
2023-12-21,0.257
2023-12-22,0.343
2023-12-23,0.023
2023-12-24,0.219
2023-12-25,0.138
2023-12-26,1.165
2023-12-27,0.023
2023-12-28,0.12200000000000001
2023-12-29,0.19
2023-12-30,0.035
2023-12-31,0.131
